"SNAME","CNAME","DNAME","API13","API12","SD_SIG","EL_SIG","MEALS","YR_RND","ACS_K3","ACS_46","ENROLL","PCST_E28","alreadyInRIF","aiRIFtxt","mealsQuant","pcst_e28Quant","letter","LAT","LONG"
"SIXTH AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",682,"693","YES","YES",100,"NO","22","26",470,209.28,0,"No",3,4,"Out","34.02663","-118.324171"
"SIXTY-EIGHTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",723,"733","YES","YES",86,"NO","23","26",566,245.76,0,"No",2,4,"Out","33.97718","-118.284311"
"SIXTY-FIRST STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",775,"766","YES","YES",100,"NO","23","24",380,170.88,0,"No",3,4,"Out","33.98439","-118.281751"
"SIXTY-SIXTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",739,"775","YES","YES",100,"NO","23","31",676,308.64,0,"No",3,4,"Out","33.97957","-118.267961"
"SKYBLUE MESA ELEMENTARY","LOS ANGELES","SAUGUS UNION",825,"809","YES","YES",33,"NO","28","30",387,169.44,0,"No",0,4,"Out","34.43366","-118.482403"
"SKYLARK ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",755,"770","YES","YES",92,"NO","28","29",354,161.28,0,"No",2,3,"H","33.79991","-117.976571"
"SOLANO AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",923,"922","YES","YES",70,"NO","22","28",168,78.72,0,"No",1,0,"I","34.07615","-118.232191"
"SOLEADO ELEMENTARY","LOS ANGELES","PALOS VERDES PENINSULA UNIFIED",966,"948","NO","YES",4,"NO","27","27",271,125.28,0,"No",0,1,"N","33.773825","-118.367898"
"SONORA ELEMENTARY","ORANGE","NEWPORT-MESA UNIFIED",825,"829","YES","YES",77,"NO","22","24",370,169.44,0,"No",2,4,"Out","33.67657","-117.895571"
"SOPHIA T. SALVIN SPECIAL EDUCATION CENTE","LOS ANGELES","LOS ANGELES UNIFIED",793,"803","YES","YES",54,"NO","7","8",177,77.76,0,"No",1,0,"I","34.03797","-118.296791"
"SOTO STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",763,"778","YES","YES",100,"NO","19","22",163,76.32,1,"Yes",3,0,"A","34.03142","-118.216361"
"SOUTH PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",723,"759","YES","YES",76,"NO","22","28",714,313.44,1,"Yes",1,4,"Out","33.96086","-118.266231"
"SOUTH RANCHITO ELEMENTARY","LOS ANGELES","EL RANCHO UNIFIED",774,"766","YES","YES",84,"NO","25","31",403,186.72,0,"No",2,4,"Out","33.995628","-118.080244"
"SOUTH REGION ELEMENTARY #10","LOS ANGELES","LOS ANGELES UNIFIED",650,"B","NO","NO",85,"NO","21","26",350,143.52,0,"No",2,2,"G","34.003507","-118.288953"
"SOUTH REGION ELEMENTARY #11","LOS ANGELES","LOS ANGELES UNIFIED",698,"B","NO","NO",84,"NO","23","28",364,154.08,1,"Yes",2,3,"H","33.97752","-118.290261"
"SOUTH SHORES/CSUDH VISUAL AND PERFORMING","LOS ANGELES","LOS ANGELES UNIFIED",897,"893","YES","NO",44,"NO","22","33",374,177.12,0,"No",1,4,"Out","33.722377","-118.32258"
"SPARKS ELEMENTARY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",831,"866","YES","YES",97,"NO","19","36",341,156.96,0,"No",3,3,"D","34.03579","-117.958541"
"SPRINGBROOK ELEMENTARY","ORANGE","IRVINE UNIFIED",900,"927","YES","YES",21,"NO","29","31",444,201.12,0,"No",0,4,"Out","33.6694","-117.798631"
"STAGG STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",848,"839","YES","YES",81,"NO","21","22",285,129.6,0,"No",2,2,"G","34.21295","-118.506571"
"STANFORD AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",761,"775","YES","YES",87,"NO","22","28",485,220.8,0,"No",2,4,"Out","33.95154","-118.221591"
"STANFORD ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",846,"859","YES","YES",66,"NO","27","28",420,187.68,0,"No",1,4,"Out","33.77806","-117.975931"
"STANLEY G. OSWALT ACADEMY","LOS ANGELES","ROWLAND UNIFIED",921,"924","YES","YES",33,"NO","21","29",790,366.24,0,"No",0,4,"Out","34.02716","-117.880241"
"STANLEY MOSK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",775,"768","YES","YES",100,"NO","22","26",311,136.32,0,"No",3,2,"C","34.203519","-118.56807"
"STANTON ELEMENTARY","LOS ANGELES","GLENDORA UNIFIED",870,"886","YES","YES",69,"NO","24","31",352,162.72,0,"No",1,3,"L","34.12599","-117.878151"
"STAR VIEW ELEMENTARY","ORANGE","OCEAN VIEW",891,"889","YES","YES",40,"NO","27","33",349,164.16,0,"No",1,3,"L","33.73518","-117.981961"
"STATE STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",735,"733","YES","YES",87,"NO","23","28",401,181.44,1,"Yes",2,4,"Out","33.96403","-118.211411"
"STEPHEN FOSTER ELEMENTARY","LOS ANGELES","BELLFLOWER UNIFIED",857,"855","YES","NO",37,"NO","25","29",514,239.04,0,"No",0,4,"Out","33.85809","-118.13117"
"STEVE LUTHER ELEMENTARY","ORANGE","CYPRESS ELEMENTARY",842,"853","YES","YES",43,"NO","21","25",319,148.8,0,"No",1,2,"K","33.82868","-118.031741"
"STEVENSON ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",800,"813","YES","YES",97,"NO","29","34",544,241.92,0,"No",3,4,"Out","33.773273","-118.183909"
"STEVENSON RANCH ELEMENTARY","LOS ANGELES","NEWHALL",980,"981","NO","NO",5,"NO","23","29",724,340.8,0,"No",0,4,"Out","34.390937","-118.596319"
"STODDARD (ALEXANDER J.) ELEMENTARY","ORANGE","ANAHEIM CITY",833,"833","YES","YES",78,"NO","27","31",496,228.96,0,"No",2,4,"Out","33.80196","-117.933811"
"STONE CREEK ELEMENTARY","ORANGE","IRVINE UNIFIED",972,"970","NO","YES",7,"NO","31","35",416,195.84,0,"No",0,4,"Out","33.684367","-117.802559"
"STONEGATE ELEMENTARY","ORANGE","IRVINE UNIFIED",963,"955","NO","YES",8,"NO","30","34",684,309.12,0,"No",0,4,"Out","33.708424","-117.739805"
"STONEHURST AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",817,"828","YES","YES",76,"NO","21","26",229,108.48,0,"No",1,1,"J","34.24888","-118.370661"
"STONER AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",810,"786","YES","YES",100,"NO","21","24",220,100.32,0,"No",3,0,"A","33.99553","-118.413361"
"STRATHERN STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",791,"808","YES","YES",99,"NO","23","26",466,207.36,1,"Yes",3,4,"Out","34.21496","-118.400891"
"STUDEBAKER ELEMENTARY","LOS ANGELES","LITTLE LAKE CITY ELEMENTARY",863,"844","YES","YES",70,"NO","28","31",340,158.4,0,"No",1,3,"L","33.924966","-118.100898"
"SULPHUR SPRINGS COMMUNITY ELEMENTARY","LOS ANGELES","SULPHUR SPRINGS UNION",878,"879","YES","NO",27,"NO","23","29",505,230.4,0,"No",0,4,"Out","34.419424","-118.426453"
"SUMAC ELEMENTARY","LOS ANGELES","LAS VIRGENES UNIFIED",878,"885","YES","YES",21,"NO","20","31",256,118.56,0,"No",0,1,"N","34.161383","-118.755598"
"SUMMERWIND ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",739,"795","YES","YES",76,"NO","29","27",704,299.52,0,"No",1,4,"Out","34.5972","-118.158551"
"SUMNER ELEMENTARY","LOS ANGELES","CLAREMONT UNIFIED",860,"859","YES","NO",46,"NO","21","33",425,199.68,0,"No",1,4,"Out","34.116622","-117.741634"
"SUN VIEW ELEMENTARY","ORANGE","OCEAN VIEW",807,"787","YES","YES",68,"NO","27","21",212,89.76,0,"No",1,0,"I","33.72564","-117.993031"
"SUNDOWN ELEMENTARY","LOS ANGELES","WESTSIDE UNION ELEMENTARY",798,"C","YES","NO",47,"NO","29","28",704,312.96,0,"No",1,4,"Out","34.682637","-118.240005"
"SUNKIST ELEMENTARY","LOS ANGELES","BASSETT UNIFIED",759,"726","YES","YES",92,"NO","24","27",377,170.4,0,"No",2,4,"Out","34.05646","-117.97532"
"SUNKIST ELEMENTARY","ORANGE","ANAHEIM CITY",740,"736","YES","YES",90,"YES","29","29",622,278.4,0,"No",2,4,"Out","33.84567","-117.879291"
"SUNLAND ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",844,"859","YES","YES",62,"NO","22","26",385,180.48,0,"No",1,4,"Out","34.26253","-118.314321"
"SUNNY BRAE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",830,"806","YES","YES",100,"NO","20","24",390,180,0,"No",3,4,"Out","34.21278","-118.581961"
"SUNNYDALE ELEMENTARY","LOS ANGELES","LANCASTER ELEMENTARY",747,"743","YES","YES",78,"NO","24","30",451,183.84,0,"No",2,4,"Out","34.682705","-118.153142"
"SUNNYSIDE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",883,"892","YES","YES",59,"NO","27","30",486,220.8,0,"No",1,4,"Out","33.76768","-117.956181"
"SUNRISE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",709,"712","YES","YES",100,"NO","19","24",319,142.08,1,"Yes",3,2,"C","34.02988","-118.209461"
"SUNSET","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",688,"731","NO","NO",80,"NO","8","5",25,9.6,1,"Yes",2,0,"E","34.045278","-117.96639"
"SUNSET ELEMENTARY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",865,"844","YES","YES",94,"NO","19","34",179,79.2,0,"No",3,0,"A","34.045278","-117.96639"
"SUNSET LANE ELEMENTARY","ORANGE","FULLERTON ELEMENTARY",921,"925","YES","YES",24,"NO","30","31",536,250.08,0,"No",0,4,"Out","33.8917","-117.959031"
"SUPERIOR STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",920,"919","YES","NO",43,"NO","23","32",387,180,0,"No",1,4,"Out","34.24731","-118.574531"
"SUSAN B. ANTHONY ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",859,"883","YES","YES",64,"NO","25","29",373,167.52,0,"No",1,3,"L","33.74065","-117.949661"
"SUTHERLAND ELEMENTARY","LOS ANGELES","GLENDORA UNIFIED",912,"917","YES","NO",24,"NO","25","29",387,180.48,0,"No",0,4,"Out","34.12475","-117.819371"
"SUVA ELEMENTARY","LOS ANGELES","MONTEBELLO UNIFIED",725,"745","YES","YES",100,"NO","32","32",682,311.52,0,"No",3,4,"Out","33.967382","-118.142404"
"SVEN LOKRANTZ SPECIAL EDUCATION CENTER","LOS ANGELES","LOS ANGELES UNIFIED",784,"749","YES","YES",68,"NO","9","9",91,41.76,0,"No",1,0,"I","34.2037","-118.556951"
"SYCAMORE ELEMENTARY","LOS ANGELES","CLAREMONT UNIFIED",881,"877","NO","NO",14,"NO","24","34",277,126.72,0,"No",0,1,"N","34.101873","-117.717488"
"SYCAMORE ELEMENTARY","ORANGE","ORANGE UNIFIED",821,"805","YES","YES",87,"NO","28","30",284,130.56,0,"No",2,2,"G","33.79222","-117.867153"
"SYLMAR ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",776,"800","YES","YES",92,"NO","22","27",393,177.12,0,"No",2,4,"Out","34.31179","-118.447131"
"SYLMAR LEADERSHIP ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",831,"B","NO","NO",85,"NO","24","25",562,247.68,0,"No",2,4,"Out","34.31862","-118.449471"
"SYLVAN PARK ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",718,"723","YES","YES",100,"NO","22","28",549,251.04,0,"No",3,4,"Out","34.1833","-118.460741"
"SYNERGY CHARTER ACADEMY","LOS ANGELES","LOS ANGELES UNIFIED",907,"935","YES","YES",98,"NO","26","26",202,96.48,0,"No",3,0,"A","34.01261","-118.257952"
"TAFT ELEMENTARY","ORANGE","ORANGE UNIFIED",774,"792","YES","YES",88,"NO","29","35",334,154.08,0,"No",2,3,"H","33.81805","-117.842231"
"TAFT ELEMENTARY","ORANGE","SANTA ANA UNIFIED",777,"794","YES","YES",86,"NO","27","21",446,202.08,0,"No",2,4,"Out","33.6959","-117.875601"
"TAMURA (HISAMATSU) ELEMENTARY","ORANGE","FOUNTAIN VALLEY ELEMENTARY",936,"951","YES","YES",23,"NO","30","29",392,184.32,0,"No",0,4,"Out","33.71136","-117.975031"
"TAPER AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",913,"922","YES","NO",39,"NO","23","29",419,195.36,0,"No",1,4,"Out","33.76253","-118.298391"
"TARZANA ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",795,"791","YES","YES",68,"NO","21","29",312,137.28,0,"No",1,2,"K","34.1754","-118.545451"
"TELESIS ACADEMY OF SCIENCE & MATH","LOS ANGELES","ROWLAND UNIFIED",810,"795","YES","YES",78,"NO","15","15",653,302.4,0,"No",2,4,"Out","34.006843","-117.880465"
"TELFAIR AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",724,"730","YES","YES",85,"NO","22","27",618,278.88,0,"No",2,4,"Out","34.26817","-118.431871"
"TEMPLE ACADEMY","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",762,"816","YES","YES",94,"NO","18","25",236,108.96,0,"No",3,1,"B","34.038232","-117.963342"
"TENTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",795,"758","YES","YES",88,"NO","19","23",620,281.28,0,"No",2,4,"Out","34.04783","-118.273331"
"TERESA HUGHES ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",746,"763","YES","YES",100,"NO","22","27",639,288,0,"No",3,4,"Out","33.96563","-118.193081"
"TESORO DEL VALLE ELEMENTARY","LOS ANGELES","SAUGUS UNION",917,"918","NO","YES",8,"NO","30","30",424,199.68,0,"No",0,4,"Out","34.469085","-118.558196"
"THEODORE ROOSEVELT","LOS ANGELES","PARAMOUNT UNIFIED",788,"793","YES","YES",91,"NO","29","30",515,228,0,"No",2,4,"Out","33.91069","-118.156975"
"THEODORE ROOSEVELT ELEMENTARY","LOS ANGELES","BURBANK UNIFIED",888,"881","NO","NO",15,"NO","26","27",397,185.76,0,"No",0,4,"Out","34.165983","-118.344656"
"THEODORE ROOSEVELT ELEMENTARY","ORANGE","SANTA ANA UNIFIED",708,"755","YES","YES",96,"NO","26","30",520,230.88,0,"No",3,4,"Out","33.7414","-117.858851"
"THIRD STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",946,"947","YES","YES",16,"NO","22","27",447,206.4,0,"No",0,4,"Out","34.07","-118.335341"
"THIRTY-SECOND STREET USC PERFORMING ARTS","LOS ANGELES","LOS ANGELES UNIFIED",814,"806","YES","YES",85,"NO","22","30",919,325.44,0,"No",2,4,"Out","34.02426","-118.282651"
"THOMAS A. EDISON ELEMENTARY","ORANGE","SANTA ANA UNIFIED",738,"780","YES","YES",98,"NO","29","33",409,185.76,0,"No",3,4,"Out","33.72044","-117.864731"
"THOMAS B. MOFFITT ELEMENTARY","LOS ANGELES","NORWALK-LA MIRADA UNIFIED",739,"748","YES","YES",81,"NO","27","26",409,183.36,0,"No",2,4,"Out","33.909321","-118.066183"
"THOMAS EDISON ELEMENTARY","LOS ANGELES","BURBANK UNIFIED",868,"877","YES","NO",30,"NO","30","33",381,178.56,0,"No",0,4,"Out","34.177625","-118.333488"
"THOMAS EDISON ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",852,"836","YES","YES",77,"NO","24","31",556,262.08,0,"No",2,4,"Out","34.139987","-118.263111"
"THOMAS JEFFERSON ELEMENTARY","LOS ANGELES","BELLFLOWER UNIFIED",764,"751","YES","YES",74,"NO","27","30",491,214.08,0,"No",1,4,"Out","33.870084","-118.120191"
"THOMAS JEFFERSON ELEMENTARY","LOS ANGELES","BURBANK UNIFIED",898,"894","YES","NO",22,"NO","31","28",532,246.72,0,"No",0,4,"Out","34.198437","-118.32076"
"THOMAS JEFFERSON ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",882,"880","YES","YES",81,"NO","24","31",421,193.92,0,"No",2,4,"Out","34.170327","-118.286009"
"THOMAS PAINE ELEMENTARY","ORANGE","GARDEN GROVE UNIFIED",841,"865","YES","YES",66,"NO","26","32",385,178.56,0,"No",1,4,"Out","33.7334","-117.945391"
"THOMPSON ELEMENTARY","LOS ANGELES","EL MONTE CITY",627,"693","NO","NO",89,"NO","9","10",19,7.68,0,"No",2,0,"E","34.08234","-118.002281"
"THURGOOD MARSHALL ELEMENTARY","LOS ANGELES","LYNWOOD UNIFIED",798,"775","YES","YES",91,"NO","30","31",421,191.04,0,"No",2,4,"Out","33.933692","-118.204537"
"TIBBY ELEMENTARY","LOS ANGELES","COMPTON UNIFIED",874,"822","YES","YES",66,"NO","25","23",241,105.6,0,"No",1,1,"J","33.899619","-118.24807"
"TIERRA BONITA ELEMENTARY","LOS ANGELES","EASTSIDE UNION ELEMENTARY",742,"750","YES","YES",69,"NO","21","28",560,229.92,0,"No",1,4,"Out","34.69756","-118.0813"
"TIJERAS CREEK ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",906,"926","NO","NO",6,"NO","28","35",363,170.88,0,"No",0,4,"Out","33.627656","-117.602944"
"TINCHER PREPARATORY","LOS ANGELES","LONG BEACH UNIFIED",888,"872","YES","YES",49,"NO","27","27",791,366.24,0,"No",1,4,"Out","33.787513","-118.100876"
"TODAY'S FRESH START CHARTER","LOS ANGELES","SBE - TODAY'S FRESH START CHAR",833,"808","YES","YES",94,"NO","13","22",377,176.16,0,"No",3,4,"Out","34.0022","-118.330201"
"TODAY'S FRESH START CHARTER SCHOOL INGLE","LOS ANGELES","INGLEWOOD UNIFIED",837,"807","YES","NO",86,"NO","18","20",111,50.4,0,"No",2,0,"E","33.93138","-118.332111"
"TOLAND WAY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",791,"801","YES","YES",99,"NO","21","26",234,109.92,1,"Yes",3,1,"B","34.12137","-118.217651"
"TOLUCA LAKE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",838,"840","YES","YES",88,"NO","21","23",264,122.88,0,"No",2,1,"F","34.15925","-118.360371"
"TOM BRADLEY GLOBAL AWARENESS MAGNET","LOS ANGELES","LOS ANGELES UNIFIED",688,"666","YES","NO",85,"NO","23","24",262,115.2,0,"No",2,1,"F","34.01536","-118.322971"
"TOP OF THE WORLD ELEMENTARY","ORANGE","LAGUNA BEACH UNIFIED",935,"923","NO","NO",7,"NO","19","31",461,216,0,"No",0,4,"Out","33.54715","-117.752111"
"TOPANGA LEARN-CHARTER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",951,"939","NO","NO",6,"NO","20","25",177,82.56,0,"No",0,0,"M","34.091817","-118.60375"
"TOPAZ ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",873,"873","YES","YES",95,"NO","30","33",381,171.84,0,"No",3,4,"Out","33.88554","-117.869811"
"TOPEKA CHARTER SCHOOL FOR ADVANCED STUDI","LOS ANGELES","LOS ANGELES UNIFIED",916,"899","YES","NO",35,"NO","21","32",310,141.6,0,"No",0,2,"O","34.24769","-118.546401"
"TORRANCE ELEMENTARY","LOS ANGELES","TORRANCE UNIFIED",821,"837","YES","YES",62,"NO","26","34",334,149.76,0,"No",1,2,"K","33.824049","-118.321955"
"TOWERS ELEMENTARY","LOS ANGELES","TORRANCE UNIFIED",908,"916","NO","YES",15,"NO","27","33",415,194.4,0,"No",0,4,"Out","33.855376","-118.375278"
"TOWNE AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",794,"849","YES","YES",77,"NO","20","26",241,109.44,0,"No",2,1,"F","33.85751","-118.267141"
"TRABUCO ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",953,"942","NO","NO",30,"NO","25","25",56,24.48,0,"No",0,0,"M","33.65902","-117.589871"
"TRABUCO MESA ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",918,"913","NO","NO",15,"NO","28","35",477,224.64,0,"No",0,4,"Out","33.653302","-117.580171"
"TRACY ELEMENTARY","LOS ANGELES","BALDWIN PARK UNIFIED",789,"761","YES","YES",88,"NO","19","25",513,236.64,0,"No",2,4,"Out","34.07203","-117.984081"
"TRAVIS RANCH","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",907,"917","NO","NO",9,"NO","23","30",1177,554.4,0,"No",0,4,"Out","33.885116","-117.759927"
"TRINITY STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",760,"744","YES","YES",100,"NO","19","25",434,199.2,0,"No",3,4,"Out","34.01194","-118.269171"
"TRUMAN BENEDICT ELEMENTARY","ORANGE","CAPISTRANO UNIFIED",901,"905","NO","NO",9,"NO","26","35",503,236.16,0,"No",0,4,"Out","33.46592","-117.626091"
"TULITA ELEMENTARY","LOS ANGELES","REDONDO BEACH UNIFIED",912,"929","NO","NO",12,"NO","27","28",282,131.04,0,"No",0,2,"O","33.820391","-118.376406"
"TULSA STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",847,"857","YES","YES",72,"NO","22","26",344,157.92,0,"No",1,3,"L","34.26923","-118.492351"
"TUMBLEWEED ELEMENTARY","LOS ANGELES","PALMDALE ELEMENTARY",762,"762","YES","YES",94,"NO","29","29",833,345.6,0,"No",3,4,"Out","34.568716","-118.109053"
"TURTLE ROCK ELEMENTARY","ORANGE","IRVINE UNIFIED",975,"980","NO","YES",13,"NO","31","33",657,297.12,0,"No",0,4,"Out","33.64756","-117.818461"
"TUSTIN MEMORIAL ELEMENTARY","ORANGE","TUSTIN UNIFIED",963,"968","NO","NO",10,"NO","25","33",510,244.32,0,"No",0,4,"Out","33.74295","-117.793231"
"TUSTIN RANCH ELEMENTARY","ORANGE","TUSTIN UNIFIED",890,"892","YES","YES",29,"NO","24","30",478,216,0,"No",0,4,"Out","33.73412","-117.787701"
"TWAIN ELEMENTARY","LOS ANGELES","LONG BEACH UNIFIED",849,"872","YES","NO",42,"NO","27","32",446,211.2,0,"No",1,4,"Out","33.840248","-118.134868"
"TWEEDY ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",803,"801","YES","YES",100,"NO","21","29",431,197.28,1,"Yes",3,4,"Out","33.94343","-118.182311"
"TWENTIETH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",746,"779","YES","YES",100,"NO","22","29",421,193.92,0,"No",3,4,"Out","34.02266","-118.249841"
"TWENTY-EIGHTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",712,"735","YES","YES",100,"NO","23","28",533,245.28,0,"No",3,4,"Out","34.0189","-118.261801"
"TWENTY-FOURTH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",662,"665","YES","YES",100,"NO","21","23",390,174.72,0,"No",3,4,"Out","34.03567","-118.311581"
"TWILA REID ELEMENTARY","ORANGE","SAVANNA ELEMENTARY",803,"797","YES","YES",79,"NO","27","31",468,212.64,0,"No",2,4,"Out","33.82167","-117.999881"
"TWIN LAKES ELEMENTARY","LOS ANGELES","MOUNTAIN VIEW ELEMENTARY",778,"765","YES","YES",3,"NO","30","27",337,146.88,1,"Yes",0,2,"O","34.071072","-118.005033"
"TWO HUNDRED THIRTY-SECOND PLACE","LOS ANGELES","LOS ANGELES UNIFIED",881,"869","YES","NO",63,"NO","21","26",287,131.04,0,"No",1,2,"K","33.81411","-118.281671"
"UNION AVENUE ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",762,"762","YES","YES",100,"NO","22","27",657,300.96,0,"No",3,4,"Out","34.06348","-118.266911"
"UNIVERSITY PARK ELEMENTARY","ORANGE","IRVINE UNIFIED",901,"903","YES","YES",23,"NO","28","31",414,164.16,0,"No",0,3,"P","33.662187","-117.819833"
"UNSWORTH ELEMENTARY","LOS ANGELES","DOWNEY UNIFIED",868,"871","YES","YES",73,"NO","27","29",405,185.28,0,"No",1,4,"Out","33.95619","-118.107661"
"UTAH STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",758,"741","YES","YES",99,"NO","20","26",363,168.48,1,"Yes",3,4,"Out","34.04906","-118.224581"
"VALENCIA ELEMENTARY","LOS ANGELES","EL RANCHO UNIFIED",805,"797","YES","YES",76,"NO","28","33",256,117.12,0,"No",1,1,"J","33.988977","-118.086809"
"VALENCIA ELEMENTARY","ORANGE","SADDLEBACK VALLEY UNIFIED",904,"912","NO","NO",15,"NO","28","31",559,262.56,0,"No",0,4,"Out","33.59274","-117.682511"
"VALENCIA PARK ELEMENTARY","ORANGE","FULLERTON ELEMENTARY",820,"825","YES","YES",89,"NO","20","24",501,230.4,0,"No",2,4,"Out","33.86739","-117.972651"
"VALENCIA VALLEY ELEMENTARY","LOS ANGELES","NEWHALL",906,"904","NO","NO",15,"NO","24","28",520,240.48,0,"No",0,4,"Out","34.408398","-118.547071"
"VALENTINE ELEMENTARY","LOS ANGELES","SAN MARINO UNIFIED",953,"951","NO","NO",0,"NO","23","26",440,204.96,0,"No",0,4,"Out","34.115984","-118.115958"
"VALERIO STREET ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",755,"774","YES","YES",84,"NO","23","27",641,281.76,1,"Yes",2,4,"Out","34.2056","-118.460781"
"VALINDA SCHOOL OF ACADEMICS","LOS ANGELES","HACIENDA LA PUENTE UNIFIED",815,"801","YES","YES",89,"NO","19","29",431,199.2,0,"No",2,4,"Out","34.037294","-117.929254"
"VALLEY ALTERNATIVE MAGNET","LOS ANGELES","LOS ANGELES UNIFIED",836,"824","YES","YES",64,"NO","22","25",500,173.28,0,"No",1,4,"Out","34.192587","-118.501577"
"VALLEY CHARTER ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",900,"872","NO","NO",22,"NO","22","22",130,61.44,0,"No",0,0,"M","34.23744","-118.478511"
"VALLEY REGION ELEMENTARY #13","LOS ANGELES","LOS ANGELES UNIFIED",757,"B","NO","NO",83,"NO","23","29",403,173.28,0,"No",2,4,"Out","34.218819","-118.453509"
"VALLEY VIEW ELEMENTARY","LOS ANGELES","DUARTE UNIFIED",850,"861","YES","YES",64,"NO","22","25",273,128.16,0,"No",1,1,"J","34.150073","-117.939709"
"VALLEY VIEW ELEMENTARY","LOS ANGELES","GLENDALE UNIFIED",937,"925","YES","YES",18,"NO","23","36",311,144,0,"No",0,2,"O","34.239165","-118.250315"
"VALLEY VIEW ELEMENTARY","LOS ANGELES","LOS ANGELES UNIFIED",823,"834","YES","NO",37,"NO","19","25",157,68.16,0,"No",0,0,"M","34.12543","-118.345141"
"VALLEY VIEW ELEMENTARY","LOS ANGELES","SULPHUR SPRINGS UNION",815,"804","YES","YES",54,"NO","22","28",436,187.68,0,"No",1,4,"Out","34.397736","-118.473718"
"VALLEY VIEW ELEMENTARY","LOS ANGELES","WESTSIDE UNION ELEMENTARY",798,"C","YES","NO",48,"NO","27","28",585,255.36,0,"No",1,4,"Out","34.65278","-118.1903"
"VALLEYDALE ELEMENTARY","LOS ANGELES","AZUSA UNIFIED",730,"756","YES","YES",91,"NO","17","21",236,102.72,0,"No",2,1,"F","34.109074","-117.915961"
"VAN BUREN ELEMENTARY","ORANGE","PLACENTIA-YORBA LINDA UNIFIED",890,"878","YES","NO",26,"NO","22","32",423,195.36,0,"No",0,4,"Out","33.88488","-117.833181"
